Username,Followers,Following,Posts,Engagement Rate (%),Profile Picture,Verified,Account Age (Months),Suspicious Words in Bio,Follower-Following Ratio,Likes-Per-Post,Comments-Per-Post,Engagement Consistency,Account Type
user_256,5809,2718,464,12.17114826420086,Yes,No,104,No,2.137233259749816,3632,212,Consistent,Genuine
user_257,23128,2333,149,0.7610950562065902,Yes,No,33,No,9.913416202314616,6728,281,Consistent,Genuine
user_258,35203,3377,431,14.460750177573376,Yes,No,85,No,10.424341131181523,5684,40,Inconsistent,Genuine
user_259,11161,4525,292,11.036729385019687,Yes,No,2,No,2.4665193370165746,6499,121,Consistent,Genuine
user_260,37554,1501,142,4.918890883098933,Yes,No,18,No,25.019320453031312,1915,226,Consistent,Genuine
user_261,1852,286,418,12.52622264045328,Yes,Yes,47,No,6.475524475524476,556,293,Consistent,Fake
user_262,8205,3496,475,4.5820573770164845,Yes,No,33,No,2.3469679633867275,7619,87,Consistent,Genuine
user_263,8170,2066,454,13.154930673708856,Yes,No,101,No,3.9545014520813164,104,266,Consistent,Genuine
user_264,39434,769,159,2.132415660973087,Yes,No,98,Yes,51.27958387516255,2047,488,Consistent,Genuine
user_265,47075,3058,10,10.703446673181539,Yes,No,84,No,15.39404839764552,145,28,Consistent,Genuine
user_266,47304,4290,137,8.3401279113512,Yes,No,35,No,11.026573426573426,873,494,Inconsistent,Genuine
user_267,21968,2162,456,1.8997498178338919,Yes,No,51,No,10.160962072155412,298,246,Consistent,Genuine
user_268,20495,3294,77,4.007460509753165,Yes,No,114,Yes,6.221918639951427,3238,315,Consistent,Genuine
user_269,30356,947,76,0.6798585260210644,Yes,No,118,No,32.054910242872225,8837,450,Consistent,Genuine
user_270,16696,4927,440,7.297135499235335,Yes,No,18,No,3.38867464988837,6382,448,Consistent,Fake
user_271,46893,3336,253,4.868346281020005,Yes,No,110,No,14.056654676258994,2511,243,Inconsistent,Genuine
user_272,31115,4151,408,9.176183522317503,Yes,No,88,No,7.495784148397976,6596,60,Consistent,Genuine
user_273,25249,4896,257,4.809948211774949,Yes,No,72,No,5.157066993464053,783,146,Consistent,Genuine
user_274,42026,4874,319,4.848827116851278,Yes,No,30,No,8.622486663931063,4992,173,Inconsistent,Genuine
user_275,16421,1482,290,11.27630138160825,Yes,No,44,Yes,11.08029689608637,370,432,Inconsistent,Genuine
user_276,11885,1902,262,1.198071121686125,Yes,No,53,No,6.248685594111461,486,277,Inconsistent,Genuine
user_277,45986,3452,84,13.591977430283816,Yes,No,10,No,13.321552723059096,7378,333,Consistent,Genuine
user_278,2099,4065,145,12.85782617867213,Yes,No,87,Yes,0.5163591635916359,3196,368,Consistent,Genuine
user_279,31666,55,322,10.183167906782895,Yes,Yes,52,No,575.7454545454545,9552,440,Consistent,Genuine
user_280,38241,1824,41,9.101712766557073,Yes,No,49,No,20.96546052631579,4287,378,Consistent,Fake
user_281,47407,3463,373,13.438386223024958,Yes,Yes,11,No,13.689575512561364,2261,141,Consistent,Genuine
user_282,20982,3080,124,3.1872876031663595,No,No,66,No,6.812337662337662,9148,43,Consistent,Fake
user_283,29905,833,166,1.6450528517670149,Yes,No,58,No,35.90036014405762,8572,143,Consistent,Genuine
user_284,7208,4409,424,3.9728974636883025,Yes,No,90,Yes,1.6348378317078702,238,352,Consistent,Genuine
user_285,43066,2807,240,12.021385041152758,Yes,No,36,Yes,15.342358389739935,6843,332,Consistent,Fake
user_286,7450,2491,458,1.0027188675340082,Yes,No,33,No,2.990766760337214,1105,485,Consistent,Fake
user_287,42692,328,486,8.9506991087106,Yes,No,47,No,130.15853658536585,1386,496,Consistent,Genuine
user_288,15201,3311,279,14.933843984773993,Yes,No,13,No,4.59106010268801,9719,395,Inconsistent,Genuine
user_289,1204,3301,187,12.907593360644322,Yes,No,40,No,0.3647379581944865,1667,54,Consistent,Genuine
user_290,4549,3676,301,8.060962491132047,Yes,No,89,No,1.2374863982589772,2691,306,Consistent,Genuine
user_291,6345,3055,18,1.422793184656314,Yes,No,68,No,2.076923076923077,7756,357,Inconsistent,Genuine
user_292,12233,2144,67,12.554915958592792,Yes,No,42,No,5.705690298507463,1996,422,Consistent,Genuine
user_293,29349,1312,217,9.185188368569554,Yes,No,19,No,22.369664634146343,1425,416,Inconsistent,Genuine
user_294,12924,3192,101,2.166528457363719,Yes,No,82,No,4.048872180451128,8023,160,Consistent,Fake
user_295,32761,2539,41,1.860930629938665,Yes,No,101,No,12.9031114612052,6849,284,Consistent,Fake
user_296,5589,3984,287,13.68958888183059,Yes,Yes,94,No,1.4028614457831325,3247,324,Consistent,Genuine
user_297,42455,4548,166,10.203403812602136,Yes,No,19,Yes,9.334872471416007,2592,197,Consistent,Fake
user_298,48404,165,108,12.524658590092955,Yes,No,58,No,293.3575757575758,1490,158,Inconsistent,Fake
user_299,2607,4278,493,13.245194054092876,Yes,No,23,No,0.6093969144460029,1224,79,Consistent,Genuine
user_300,38410,823,35,8.790699104700671,Yes,No,54,Yes,46.67071688942892,2587,30,Consistent,Fake
user_301,16532,944,231,8.002972100448098,Yes,No,80,No,17.51271186440678,7714,472,Consistent,Fake
user_302,2250,4426,228,6.741197449654358,Yes,No,65,Yes,0.508359692724808,3064,111,Consistent,Genuine
user_303,46990,775,352,5.09572552297123,Yes,No,12,No,60.63225806451613,7804,45,Consistent,Genuine
user_304,3011,2199,163,6.801641432451321,Yes,No,24,No,1.3692587539790815,832,352,Consistent,Fake
user_305,47025,3157,386,11.721255008087267,Yes,No,34,No,14.895470383275262,2440,204,Consistent,Genuine
user_306,21407,4243,72,9.227889749719408,Yes,No,53,Yes,5.045251001649776,4795,51,Consistent,Genuine
user_307,12019,3696,135,13.441587704345269,Yes,No,8,No,3.2518939393939394,1646,137,Consistent,Genuine
user_308,2919,3453,352,6.929010208498222,Yes,No,18,No,0.845351867940921,440,471,Consistent,Genuine
user_309,46810,915,378,9.302798891421933,Yes,No,57,No,51.15846994535519,5956,73,Consistent,Fake
user_310,28693,1309,69,9.653959519833837,Yes,No,112,No,21.919786096256683,9721,40,Inconsistent,Genuine
user_311,24786,4178,424,9.07960885344172,Yes,No,5,Yes,5.932503590234562,2367,478,Consistent,Genuine
user_312,38517,514,486,10.688189709739987,Yes,Yes,26,No,74.93579766536965,6696,76,Consistent,Genuine
user_313,23378,1921,195,3.9427852914346913,Yes,No,30,No,12.169703279541904,5190,386,Consistent,Fake
user_314,25926,3595,268,7.929274774413964,Yes,No,54,No,7.211682892906815,4663,186,Consistent,Genuine
user_315,21345,4842,48,2.0112596407210415,Yes,No,13,Yes,4.408302354399009,7062,369,Consistent,Genuine
user_316,4037,1410,315,6.075414250849782,Yes,No,83,Yes,2.8631205673758866,4331,51,Consistent,Genuine
user_317,22449,4803,129,7.571172495008334,Yes,No,29,Yes,4.673953778888195,9496,417,Consistent,Genuine
user_318,46264,4567,443,9.957251763409351,Yes,No,3,No,10.130063499014671,3034,432,Consistent,Genuine
user_319,34036,3191,4,14.28270026249995,Yes,No,90,No,10.666248824819805,9377,411,Consistent,Genuine
user_320,20930,4492,427,9.209440464951161,Yes,No,104,No,4.659394479073909,3262,466,Consistent,Genuine
user_321,4785,1556,26,11.282111784560117,Yes,No,58,No,3.0751928020565553,2107,86,Consistent,Fake
user_322,44114,805,159,7.84085786268044,Yes,No,76,No,54.8,7036,108,Consistent,Genuine
user_323,4605,1280,148,9.694508454956804,Yes,No,2,No,3.59765625,4320,479,Inconsistent,Fake
user_324,41964,3578,263,1.5285171339397148,Yes,No,75,No,11.728339854667412,5938,396,Consistent,Genuine
user_325,40868,2902,229,4.188677922206781,Yes,No,108,Yes,14.082701585113714,2747,224,Consistent,Genuine
user_326,45575,1388,199,5.746869851474511,Yes,No,28,No,32.835014409221905,4677,481,Consistent,Fake
user_327,19880,4689,49,7.351153647594447,Yes,No,82,No,4.239709959479633,7972,480,Inconsistent,Genuine
user_328,17479,2762,66,1.1619068097845642,Yes,Yes,77,Yes,6.328385228095583,4264,247,Consistent,Fake
user_329,6943,2680,299,2.5303494145231062,Yes,No,101,No,2.5906716417910447,3133,68,Consistent,Fake
user_330,14423,2107,380,4.513807462973934,Yes,No,86,No,6.845277645942097,1465,119,Consistent,Fake
user_331,47383,4224,57,14.587224018065234,Yes,No,76,No,11.217566287878787,4109,66,Consistent,Genuine
user_332,3486,4832,258,5.304531602994236,Yes,No,2,No,0.7214403973509934,2211,60,Consistent,Genuine
user_333,8804,2769,341,7.489595342625197,Yes,No,101,No,3.1794871794871793,5539,443,Consistent,Genuine
user_334,10727,3954,325,3.3434168347066975,Yes,No,7,No,2.7129489124936774,9735,326,Inconsistent,Fake
user_335,5945,3187,129,9.35631103059864,Yes,No,26,No,1.8653906495136492,1689,407,Consistent,Fake
user_336,19788,3281,214,4.569906624981628,Yes,Yes,90,No,6.0310880829015545,9763,190,Consistent,Genuine
user_337,30796,2574,171,3.501392387357188,Yes,No,88,No,11.964257964257964,7727,469,Inconsistent,Fake
user_338,49427,4617,257,7.990303112466696,Yes,No,76,No,10.70543643058263,7764,492,Consistent,Genuine
user_339,48454,2600,101,0.5798340878261019,No,No,16,No,18.636153846153846,4541,188,Inconsistent,Genuine
user_340,32402,4034,208,0.6111284734137672,Yes,No,23,No,8.03222607833416,3541,150,Consistent,Genuine
user_341,39840,237,290,3.6764977319769376,Yes,No,40,No,168.1012658227848,818,285,Consistent,Genuine
user_342,41969,1305,353,1.0324597562619067,Yes,No,60,Yes,32.16015325670498,4521,443,Consistent,Genuine
user_343,5650,3431,470,2.066373434895025,Yes,No,73,Yes,1.6467502185951617,1124,401,Consistent,Fake
user_344,29174,1302,285,5.413479415411898,Yes,No,32,Yes,22.407066052227343,5660,95,Consistent,Fake
user_345,27693,2542,115,12.137492353907286,Yes,Yes,15,No,10.89417781274587,5641,311,Inconsistent,Genuine
user_346,40814,2052,263,8.794705328854862,No,No,101,No,19.889863547758285,1129,308,Inconsistent,Genuine
user_347,9057,442,149,7.933682026368038,Yes,No,13,No,20.490950226244344,1702,262,Consistent,Fake
user_348,45764,2077,299,4.755587936517764,Yes,No,5,No,22.033702455464613,2001,96,Consistent,Fake
user_349,37460,3181,441,14.010428931775838,Yes,No,75,No,11.77617101540396,6912,452,Consistent,Genuine
user_350,44130,2658,35,6.256718097939279,Yes,Yes,74,No,16.602708803611737,3878,112,Inconsistent,Genuine
user_351,40497,3799,452,1.7628451185386866,Yes,No,52,Yes,10.659910502763886,7232,475,Consistent,Genuine
user_352,8258,805,332,9.447464483708119,Yes,No,77,No,10.258385093167702,9998,124,Consistent,Genuine
user_353,18639,75,476,2.1506567054107206,Yes,No,41,No,248.52,6331,455,Consistent,Fake
user_354,43534,2176,286,5.505735570624536,Yes,No,53,No,20.006433823529413,6035,462,Consistent,Genuine
user_355,17503,3925,302,7.857473111408229,Yes,No,110,No,4.459363057324841,6523,435,Inconsistent,Genuine
user_356,36262,2090,310,13.17622660793505,Yes,No,50,No,17.35023923444976,8111,131,Consistent,Fake
user_357,43575,41,207,7.656425414931721,Yes,No,15,Yes,1062.8048780487804,8736,417,Consistent,Genuine
user_358,47252,2082,105,10.682752107459132,Yes,No,106,Yes,22.695485110470702,2401,452,Consistent,Fake
user_359,32685,4684,445,14.89584416548652,Yes,No,7,Yes,6.9780102476515795,9481,416,Consistent,Genuine
user_360,33878,1623,157,2.4065922385207337,Yes,No,40,No,20.87369069624153,8974,120,Consistent,Genuine
user_361,18761,342,120,4.483607120033033,Yes,No,28,No,54.85672514619883,539,196,Consistent,Genuine
user_362,3470,4053,54,6.221353096165873,Yes,Yes,32,No,0.8561559338761411,5615,293,Consistent,Fake
user_363,31266,2075,399,6.616508588813055,Yes,No,99,Yes,15.067951807228916,2956,481,Consistent,Fake
user_364,351,646,11,6.459805591350413,Yes,No,15,No,0.5433436532507739,8077,121,Consistent,Genuine
user_365,45286,4827,144,13.660359537070047,Yes,No,112,No,9.38181064843588,3722,281,Consistent,Fake
user_366,49808,4264,399,10.853473344769418,Yes,No,100,No,11.681050656660412,5087,384,Consistent,Genuine
user_367,749,610,395,9.314625604315204,Yes,No,85,No,1.2278688524590164,6460,259,Consistent,Genuine
user_368,240,455,135,4.98590440901034,Yes,No,70,No,0.5274725274725275,2170,38,Consistent,Genuine
user_369,10542,2954,467,12.444960571208773,Yes,No,65,No,3.5687203791469195,3391,53,Consistent,Genuine
user_370,35793,1709,2,14.34837741653234,Yes,No,4,No,20.943826799297835,6942,473,Consistent,Genuine
user_371,6152,3473,143,12.407375096978285,Yes,Yes,11,No,1.7713792110567232,1616,160,Consistent,Fake
user_372,19828,2970,29,0.5226940252763571,Yes,No,108,No,6.676094276094276,9108,288,Inconsistent,Genuine
user_373,26691,3029,236,9.727819867659402,Yes,Yes,26,No,8.811819082205348,6458,199,Consistent,Genuine
user_374,34634,4798,278,1.2414630309104604,Yes,No,61,No,7.218424343476449,2756,275,Consistent,Genuine
user_375,32795,2682,347,4.235304694838967,Yes,No,37,No,12.227815063385533,6853,15,Consistent,Genuine
user_376,23143,3630,114,1.3631081550426893,Yes,No,23,No,6.375482093663912,7709,404,Consistent,Genuine
user_377,619,4226,103,9.255034067766122,Yes,No,93,No,0.1464742072882158,1936,172,Inconsistent,Genuine
user_378,38260,3068,117,10.4555537456428,Yes,No,85,No,12.470664928292047,3091,247,Consistent,Genuine
user_379,34713,1387,4,2.160070751955624,Yes,No,112,No,25.027397260273972,968,382,Inconsistent,Genuine
user_380,36681,3777,467,6.065663804152202,Yes,Yes,109,No,9.71167593328038,7297,217,Inconsistent,Genuine
user_381,45731,2867,359,7.115429379855359,Yes,No,109,No,15.950819672131148,3203,86,Inconsistent,Genuine
user_382,7505,4789,247,5.851268815533291,Yes,No,113,No,1.5671330131551473,6499,81,Inconsistent,Genuine
user_383,4064,3364,363,2.2548625070352992,Yes,No,91,No,1.2080856123662307,5173,61,Inconsistent,Genuine
user_384,11143,4890,320,6.574742957718393,Yes,No,103,No,2.278732106339468,889,286,Consistent,Genuine
user_385,18120,4125,120,11.392081693222062,Yes,No,40,No,4.392727272727273,8984,499,Consistent,Fake
user_386,35827,149,285,1.5296111357322042,Yes,Yes,77,No,240.4496644295302,9173,41,Consistent,Fake
user_387,16588,3851,148,1.6626102041876,Yes,No,23,No,4.307452609711763,7382,11,Consistent,Fake
user_388,10779,2059,83,5.644183731621771,Yes,No,16,No,5.235065565808645,3531,320,Inconsistent,Genuine
user_389,34227,1137,453,14.155022818474412,Yes,No,94,No,30.102902374670183,801,233,Consistent,Genuine
user_390,45067,187,405,10.194303377482253,Yes,No,61,No,241.0,8234,328,Inconsistent,Genuine
user_391,834,2855,465,10.34071437175219,Yes,No,68,No,0.29211908931698777,3349,130,Inconsistent,Genuine
user_392,27801,1251,455,5.747839867149042,Yes,No,104,No,22.223021582733814,8005,114,Consistent,Fake
user_393,40914,1334,230,9.108081472523807,Yes,No,80,No,30.67016491754123,9969,217,Consistent,Genuine
user_394,40378,4194,287,0.646902168402279,Yes,No,31,Yes,9.6275631855031,3201,136,Consistent,Genuine
user_395,12583,4151,160,9.723392672938362,Yes,No,53,No,3.0313177547578896,349,105,Consistent,Genuine
user_396,40161,2712,271,13.742660739855433,Yes,No,106,No,14.80862831858407,9759,178,Consistent,Genuine
user_397,40024,4854,459,9.382315290999879,Yes,No,25,No,8.245570663370415,9321,15,Inconsistent,Genuine
user_398,5851,4502,37,13.168629605262003,Yes,No,44,No,1.2996446023989339,9972,471,Consistent,Genuine
user_399,19240,1786,499,10.99760930425836,Yes,No,12,No,10.772676371780515,583,241,Consistent,Fake
user_400,49739,751,225,2.2480970378535083,Yes,No,90,No,66.23035952063915,3377,333,Consistent,Genuine
user_401,38804,1763,141,13.585572955644706,Yes,No,101,No,22.010209869540557,6028,380,Consistent,Genuine
user_402,29642,3921,291,1.463435743158736,Yes,No,112,No,7.559806171894925,7694,386,Consistent,Genuine
user_403,10697,4461,480,8.242528351942575,Yes,No,97,Yes,2.397892849136965,6196,225,Consistent,Fake
user_404,8766,482,150,2.560988295005136,Yes,No,92,No,18.186721991701244,7083,480,Consistent,Fake
user_405,23405,154,113,0.669745855598109,Yes,Yes,9,Yes,151.9805194805195,3401,241,Consistent,Fake
user_406,22059,1525,236,6.619496771850765,Yes,No,12,No,14.464918032786885,3185,407,Consistent,Genuine
user_407,24426,2121,65,4.778090260985265,Yes,No,69,No,11.516265912305517,5285,456,Inconsistent,Genuine
user_408,45141,2344,360,7.5470071600652435,Yes,No,54,No,19.258105802047783,9354,140,Consistent,Genuine
user_409,4830,1241,340,8.869398357650986,Yes,No,116,No,3.8920225624496374,6772,385,Consistent,Genuine
user_410,2418,61,257,1.1342165484797366,Yes,No,54,Yes,39.63934426229508,8490,198,Consistent,Genuine
user_411,12089,939,474,2.2835477792943117,Yes,Yes,28,No,12.87433439829606,3347,111,Consistent,Genuine
user_412,6705,1640,248,8.600314748531167,Yes,No,56,No,4.088414634146342,788,126,Consistent,Genuine
user_413,40991,4121,456,5.475926621003544,Yes,No,99,No,9.94685755884494,4945,20,Consistent,Fake
user_414,4545,4227,448,11.073015569466996,Yes,No,69,No,1.0752306600425834,2889,146,Consistent,Genuine
user_415,10943,3570,330,9.958228904583125,Yes,No,98,No,3.0652661064425772,9569,88,Consistent,Genuine
user_416,25597,1253,322,12.76126326335365,Yes,No,110,Yes,20.428571428571427,5273,302,Consistent,Genuine
user_417,22436,4204,179,10.541145986703766,Yes,Yes,98,No,5.336822074215033,3272,405,Consistent,Genuine
user_418,13453,172,189,6.734000622157148,Yes,No,77,No,78.21511627906976,9069,202,Consistent,Fake
user_419,32147,1459,406,10.25801602471927,Yes,No,103,No,22.033584647018507,5234,416,Consistent,Genuine
user_420,13171,3550,153,4.493027026703569,Yes,No,106,No,3.7101408450704225,9769,415,Consistent,Genuine
user_421,11016,4198,195,4.941545732284084,Yes,No,109,Yes,2.6241067174845165,6902,447,Inconsistent,Fake
user_422,33671,2323,465,11.940284818851502,Yes,No,112,No,14.494619027120104,7612,84,Consistent,Fake
user_423,28362,1637,310,6.9730829878229414,Yes,No,58,Yes,17.325595601710447,2492,166,Consistent,Fake
user_424,49776,3116,261,12.07651493751611,Yes,No,78,No,15.974326059050064,6745,383,Consistent,Genuine
user_425,22727,4091,418,12.425124418190038,Yes,Yes,75,No,5.555365436323637,9574,467,Inconsistent,Genuine
user_426,31339,3005,405,12.934653896088614,Yes,Yes,42,No,10.428951747088187,4240,71,Consistent,Genuine
user_427,31074,330,426,13.791210919697505,Yes,No,38,No,94.16363636363636,2322,297,Consistent,Fake
user_428,42725,3641,142,6.7492856974427955,Yes,No,68,No,11.734413622631145,5298,484,Consistent,Genuine
user_429,4827,3895,341,5.123568865656513,Yes,No,53,No,1.2392811296534019,1861,8,Consistent,Genuine
user_430,29799,4108,315,8.94188182561465,Yes,No,33,No,7.253894839337877,6620,280,Consistent,Fake
user_431,15388,1342,100,5.8820001398456,Yes,No,71,Yes,11.466467958271236,4047,472,Consistent,Genuine
user_432,2541,3664,243,9.215575418603377,Yes,Yes,56,No,0.693504366812227,7581,480,Consistent,Genuine
user_433,27286,216,489,10.730995008335457,Yes,Yes,105,No,126.32407407407408,7320,257,Inconsistent,Genuine
user_434,48146,339,11,10.481872768135984,Yes,Yes,72,No,142.023598820059,1098,274,Consistent,Genuine
user_435,14649,4063,238,5.931016861791759,Yes,No,101,No,3.6054639428993354,5247,237,Consistent,Genuine
user_436,19558,2709,48,2.9194729246319158,Yes,No,51,No,7.219638242894057,1734,19,Consistent,Genuine
user_437,3101,3153,41,6.742675407702009,Yes,No,74,No,0.9835077703774183,4663,489,Consistent,Genuine
user_438,48797,1751,165,2.567615089187677,Yes,Yes,43,No,27.868075385494002,5909,232,Consistent,Genuine
user_439,49206,2422,81,13.406407010165221,Yes,No,15,No,20.31626754748142,3416,489,Inconsistent,Genuine
user_440,21656,710,428,5.515223180698932,No,No,38,No,30.501408450704226,6302,220,Consistent,Genuine
user_441,21749,3727,290,2.739666334738195,Yes,No,15,No,5.835524550576872,7593,325,Inconsistent,Fake
user_442,926,3643,157,0.8689925186333878,Yes,Yes,5,No,0.25418611034861377,680,16,Consistent,Genuine
user_443,32143,3994,215,9.864424601154022,Yes,No,93,Yes,8.047821732598898,8163,379,Consistent,Genuine
user_444,4192,489,489,9.735083603093777,Yes,No,83,No,8.572597137014315,2070,88,Inconsistent,Fake
user_445,15252,47,157,5.438760415428729,Yes,No,54,No,324.51063829787233,6668,485,Consistent,Genuine
user_446,39784,3360,461,1.5398223882909396,Yes,No,51,No,11.84047619047619,8001,195,Consistent,Genuine
user_447,7129,4874,133,6.439618975980864,No,No,10,No,1.4626590069757899,9921,349,Consistent,Genuine
user_448,8037,4807,66,5.012653678419207,Yes,No,12,Yes,1.6719367588932805,2191,83,Consistent,Genuine
user_449,39617,401,335,10.318249276157635,Yes,No,118,No,98.79551122194513,8859,386,Consistent,Fake
user_450,28990,3991,6,9.28379911706401,Yes,No,4,No,7.263843648208469,9804,86,Consistent,Genuine
user_451,37283,3158,435,5.78660905886433,Yes,No,95,Yes,11.80588980367321,7586,306,Consistent,Genuine
user_452,17069,4346,13,3.6594420366973566,No,No,18,Yes,3.92751955821445,8872,337,Consistent,Genuine
user_453,46235,391,72,14.826521509256082,Yes,No,80,No,118.24808184143222,9164,153,Consistent,Genuine
user_454,18127,3854,398,7.083023507343666,Yes,No,104,No,4.7034250129735335,2846,439,Inconsistent,Genuine
user_455,26308,4431,404,10.479976418813438,Yes,Yes,36,Yes,5.937260212141728,2463,227,Consistent,Fake
user_456,21186,629,162,2.5380180298862314,Yes,Yes,25,No,33.68203497615262,6837,447,Consistent,Fake
user_457,8361,4233,65,7.541050645061268,Yes,No,87,No,1.975194897236003,4922,263,Inconsistent,Genuine
user_458,17264,2931,346,0.8992824381072495,Yes,No,76,No,5.890139883998636,4392,464,Consistent,Fake
user_459,14148,1522,129,7.829099209701524,Yes,No,98,No,9.295663600525625,3183,222,Inconsistent,Genuine
user_460,28301,827,418,14.478252403206683,Yes,No,36,No,34.221281741233376,3167,420,Consistent,Genuine
user_461,37995,4823,465,6.070997338294103,Yes,No,101,No,7.877876840140991,2997,492,Consistent,Genuine
user_462,47080,1501,205,1.0654421823362181,Yes,Yes,67,No,31.365756162558295,6521,120,Consistent,Genuine
user_463,25995,3295,275,0.9488589683304811,Yes,No,9,No,7.889226100151745,3227,480,Consistent,Genuine
user_464,25366,2420,465,6.125808019229607,Yes,No,61,No,10.481818181818182,6564,410,Consistent,Genuine
user_465,32267,935,255,2.8203615787163137,Yes,Yes,53,No,34.510160427807484,9920,172,Inconsistent,Genuine
user_466,8358,3043,265,0.8386053967586957,Yes,No,18,No,2.7466316135392703,2024,3,Inconsistent,Genuine
user_467,5999,4498,24,11.465097402277564,Yes,No,43,No,1.3337038683859492,329,341,Inconsistent,Genuine
user_468,1200,1467,449,7.1485836287874145,Yes,No,35,Yes,0.8179959100204499,2486,127,Consistent,Genuine
user_469,23994,3562,280,4.69404919360349,Yes,No,63,No,6.736103312745649,1155,473,Consistent,Fake
user_470,34749,615,252,13.55120615373897,Yes,No,119,No,56.50243902439024,4477,479,Consistent,Fake
user_471,9254,1183,309,2.1840149229076213,Yes,No,98,No,7.822485207100592,2185,471,Consistent,Genuine
user_472,1131,3224,288,14.360823019852129,Yes,Yes,105,No,0.35080645161290325,7086,109,Consistent,Genuine
user_473,29355,2668,163,5.052517401971616,Yes,No,78,No,11.002623688155921,2317,354,Consistent,Genuine
user_474,16946,131,94,13.381853248475878,Yes,No,4,No,129.3587786259542,3621,36,Consistent,Genuine
user_475,46225,2984,269,9.242671708952193,Yes,No,93,No,15.490951742627345,4491,479,Consistent,Genuine
user_476,7855,4279,320,12.487256716251569,No,No,41,No,1.835709277868661,2511,70,Consistent,Genuine
user_477,5287,4460,109,14.768190866551732,Yes,No,45,Yes,1.18542600896861,7842,288,Inconsistent,Genuine
user_478,49761,39,335,4.681878848371813,Yes,No,50,Yes,1275.923076923077,8641,30,Consistent,Fake
user_479,20106,3960,309,14.436464538410098,Yes,Yes,79,No,5.077272727272727,9546,438,Consistent,Genuine
user_480,45593,3588,237,6.147487476085095,Yes,No,28,No,12.707079152731326,7848,380,Consistent,Fake
user_481,49062,921,380,6.089922618685374,Yes,No,42,No,53.270358306188925,5404,267,Inconsistent,Genuine
user_482,46002,2770,435,5.435613011690332,Yes,No,80,Yes,16.6072202166065,5393,10,Consistent,Genuine
user_483,3393,4112,386,8.350410306539985,Yes,No,76,No,0.8251459143968871,1293,343,Inconsistent,Genuine
user_484,13550,493,482,2.7351031260880627,Yes,No,116,Yes,27.484787018255577,2465,327,Inconsistent,Genuine
user_485,29425,1132,424,8.528816537691162,Yes,No,69,Yes,25.993816254416963,3175,31,Inconsistent,Genuine
user_486,9712,3522,389,8.354719779945057,Yes,No,98,Yes,2.7575241340147643,7849,56,Consistent,Genuine
user_487,17014,311,24,11.547576282770615,Yes,No,106,No,54.70739549839228,9425,165,Consistent,Fake
user_488,47943,739,140,12.587924448094991,No,No,1,No,64.87550744248985,9629,187,Consistent,Genuine
user_489,8180,3242,116,6.886399579530148,No,No,39,No,2.5231338679827267,8444,341,Consistent,Fake
user_490,19581,546,481,4.883832115596659,Yes,No,96,No,35.862637362637365,8210,481,Consistent,Genuine
user_491,1729,2462,391,4.26035601109787,Yes,No,90,Yes,0.7022745735174655,2759,18,Consistent,Genuine
user_492,3556,4347,404,3.322045632220643,Yes,No,17,No,0.8180354267310789,5255,115,Consistent,Genuine
user_493,13334,4855,481,1.3358899418858607,Yes,No,112,No,2.7464469618949536,8414,467,Consistent,Genuine
user_494,7303,1805,451,5.465495693103343,Yes,No,91,No,4.045983379501385,2,183,Consistent,Fake
user_495,19178,3213,24,4.418591535896358,Yes,No,88,Yes,5.968876439464675,8130,269,Consistent,Genuine
user_496,27982,3811,78,14.513052095062907,Yes,No,35,No,7.342429808449226,1259,32,Consistent,Genuine
user_497,9485,814,67,8.586777980625637,Yes,No,46,No,11.652334152334152,8190,9,Consistent,Fake
user_498,44128,4125,172,5.53551706594236,Yes,No,42,No,10.69769696969697,4323,79,Consistent,Genuine
user_499,13346,2033,443,8.916780214408591,Yes,No,118,No,6.5646827348745695,5773,191,Inconsistent,Fake
user_500,30495,4573,11,2.518352169512585,Yes,Yes,39,Yes,6.668488956921059,2568,319,Consistent,Genuine
user_501,13295,4414,287,6.938634363431942,Yes,No,90,No,3.012007249660172,1885,189,Consistent,Genuine
user_502,29174,245,127,9.580397660605426,Yes,No,49,Yes,119.07755102040817,7060,67,Consistent,Genuine
user_503,29949,4844,95,7.589018560990545,Yes,No,62,No,6.18270024772915,7844,474,Consistent,Genuine
user_504,43969,4793,91,6.325792609487702,Yes,No,38,No,9.173586480283747,6111,347,Consistent,Genuine
user_505,43275,272,140,14.910801639045623,Yes,No,23,Yes,159.09926470588235,9491,124,Consistent,Genuine
user_506,35297,3512,30,13.264564051159441,Yes,No,22,No,10.050398633257403,2338,426,Consistent,Fake
user_507,29272,1772,333,9.539386393311881,Yes,No,4,No,16.51918735891648,9268,335,Consistent,Genuine
user_508,26261,1263,19,8.755971737143101,Yes,No,49,Yes,20.792557403008708,3758,58,Consistent,Genuine
user_509,37270,2425,145,9.499576957456469,Yes,No,59,No,15.369072164948454,4810,435,Consistent,Fake
user_510,26696,4362,476,3.419025563425282,Yes,No,73,No,6.120128381476387,9139,96,Consistent,Genuine
user_511,38699,921,315,6.229497277332619,Yes,No,68,No,42.018458197611295,6791,495,Consistent,Fake
user_512,23099,3431,446,1.0721632269180401,Yes,No,71,No,6.732439522005246,7171,274,Consistent,Genuine
user_513,14119,4436,389,7.395417543558986,Yes,No,87,No,3.1828223624887286,2731,148,Consistent,Genuine
